Year of Completion,Name of Dam,Country
1989,Jozankei,Japan
1989,Tadami,Japan
1989,Wataraseyusuichi,Japan
1989,Okuno,Japan
1989,Dondo,Japan
1989,Baroon Pocket,Australia
1989,Hinze,Australia
1989,Pasto Grande,Peru
1990,Brenda,Canada
1990,Davis Creek Dam,United States
1990,Aurora Dam,United States
1990,Black Lake Bayou Dam,United States
1990,Manasquan Reservoir Dam,United States
1990,Rivera de Gata Main Dam,Spain
1990,San Clemente,Spain
1990,Huesna,Spain
1990,Allal al Fassi,Morocco
1990,Styggevatn,Norway
1990,Rottachsee,Germany
1990,Sejnane,Tunisia
1990,Jibiya,Nigeria
1990,Jeziorsko,Poland
1990,Feistritzbach,Austria
1990,Arpasu,Romania
1990,Rusanesti,Romania
1990,Cavdarhisar,Turkey
1990,Oanob,Namibia
1990,Kasari,India
1990,Sajnam,India
1990,Bango,India
1990,Thanwar,India
1990,Totladoh,India
1990,Dejla Dewda,India
1990,Sayano-Shushenskaya,Russia
1990,Lubuge,China
1990,Xibeikou,China
1990,Maojianshan,China
1990,Wenjiahe,China
1990,Shaxikou,China
1990,Wanan,China
1990,Pak Mun,Thailand
1990,Yasaka,Japan
1990,Yunohara,Japan
1990,Gosho,Japan
1990,Horomui,Japan
1990,Kamiiso,Japan
1990,Tamagawa,Japan
1990,Sagae,Japan
1990,Akaiwa,Japan
1990,Naramata,Japan
1990,Akigawa,Japan
1990,Takataki,Japan
1990,Sakuma,Japan
1990,Maeyama,Japan
1990,Ano,Japan
1990,Peter Faust,Australia
1991,Oldman River Dam,Canada
1991,El Molini,Mexico
1991,Rafferty,Canada
1991,Jim Chapman Lake,United States
1991,Lost Creek Dam,United States
1991,Mitchell County Reservoir Dam,United States
1991,Jesus Maria,Mexico
1991,Puente Calderon,Mexico
1991,Cerro de Oro,Mexico
1991,Cornish Creek Reservoir Dam,United States
1991,Big Bay Lake,United States
1991,Uruguay,Argentina
1991,Acude Atalho,Brazil
1991,Salinas,Brazil
1991,Rio Manso,Brazil
1991,Blanda Dam,Iceland
1991,Marisanchez,Spain
1991,La Fernandina,Spain
1991,San Rafael de Navallana,Spain
1991,Funcho,Portugal
1991,Sghir,Morocco
1991,Aoulouz,Morocco
1991,Hnevkovice,Czech Republic
1991,La Gimone,France
1991,Is Barrocus,Italy
1991,Lentini,Italy
1991,Nova Bystrica,Slovakia
1991,Barje,Serbia
1991,Gayt,Turkey
1991,Sarimehmet,Turkey
1991,Sir,Turkey
1991,Turkwel,Kenya
1991,Jiroft,Iran
1991,Maroda Tank,India
1991,Mae Kuang,Thailand
1991,Xinqiao,China
1991,Guanyang,China
1991,New Victoria,Australia
1991,Suetakegawa,Japan
1991,Narumi,Japan
1991,Numata,Japan
1991,Pirika,Japan
1991,Mitsuishi,Japan
1991,,Japan
1991,Nicchu,Japan
1991,Ouchi,Japan
1991,Gongendochosetsuchi,Japan
1991,Irukaike,Japan
1991,Biwako-Kaihatsu,Japan
1991,Kolyma,Russia
1992,Elchique,Mexico
1992,Lake Mackintosh Dam,United States
1992,Lower Reservoir Dam A,United States
1992,Snow Pond Dam,United States
1992,Jiguey,Dominican Republic
1992,Segredo,Brazil
1992,Machado Mineiro,Brazil
1992,Carsington,United Kingdom
1992,Alto Lindoso,Portugal
1992,Alange,Spain
1992,Vega de Jabalon,Spain
1992,Jose Toran,Spain
1992,Zahara,Spain
1992,Barbate,Spain
1992,Bagre,Burkina Faso
1992,Brombach,Germany
1992,Rosamarina,Italy
1992,Boukourdane,Algeria
1992,Challawa Gorge Dam,Nigeria
1992,Kubli,Nigeria
1992,Swashi,Nigeria
1992,Scoreiu,Romania
1992,Conza,Italy
1992,Egrekkaya,Turkey
1992,Kockopru,Turkey
1992,Sultansuyu,Turkey
1992,Ataturk,Turkey
1992,Pishin,Iran
1992,Shahjad,India
1992,Rajghat,India
1992,Lam Chang Han,Thailand
1992,Huai Sam Nak Mai Teng,Thailand
1992,Guxian,China
1992,Zhushuqiao,China
1992,Dongjiang,China
1992,Yantan,China
1992,Shuangdao,China
1992,Tiantangshan,China
1992,Isacheon,South Korea
1992,Shibi,China
1992,Sokobaru,Japan
1992,Obira,Japan
1992,Minowa,Japan
1992,Yonki,Papua New Guinea
1992,New Waddell Dam,United States
1993,Cowlitz Falls Dam,United States
1993,Fremont Lake,United States
1993,Little Dell,United States
1993,Bor Jordanelle,United States
1993,Diablo Reservoir Levee,United States
1993,Hungerrun Creek Dam,United States
1993,Trigomil,Mexico
1993,Town Creek Reservoir Dam,United States
1993,Piedra del Aguila,Argentina
1993,Cenza,Spain
1993,Touvedo,Portugal
1993,La Tajera,Spain
1993,Las Cogotas,Spain
1993,Rothsee,Germany
1993,Montedoglio,Italy
1993,Colibita,Romania
1993,Zeter,Romania
1993,Adiguzel,Turkey
1993,Gelingullu,Turkey
1993,Menzelet,Turkey
1993,Thika,Kenya
1993,Saveh,Iran
1993,Kaliasote,India
1993,Banqiao,China
1993,Ankang,China
1993,Puding,China
1993,Guangzhou Pump Storage,China
1993,Imha,South Korea
1993,Kanna,Japan
1993,Otani,Japan
1993,Sagurigawa,Japan
1994,Jamestown Mines,United States
1994,Juan Guerrero,Mexico
1994,Alameda,Canada
1994,North Deer Creek Site 1-M,United States
1994,John T. Montford Dam,United States
1994,Grand Bayou Reservoir Dam,United States
1994,El Cuchillo,Mexico
1994,Agua Milpa,Mexico
1994,Zimapan,Mexico
1994,Trojes,Mexico
1994,Clifford D. Craig Memorial Dam,United States
1994,Laforge 1,Canada
1994,Agua Viva,Venezuela
1994,Petit Saut,French Guiana
1994,Nova Ponte,Brazil
1994,Yacyreta,Paraguay
1994,Xingo,Brazil
1994,Touche Poupard,France
1994,Pajares,Spain
1994,Tous,Spain
1994,Puebla de Cazalla,Spain
1994,Agly,France
1994,Malinec,Slovakia
1994,Siriu,Romania
1994,Maneciu,Romania
1994,Ognianovo,Bulgaria
1994,Smokovo,Greece
1994,15th Khordad,Iran
1994,Urmil,India
1994,Tongjiezi,China
1994,Geheyan,China
1994,Huashan,China
1994,Hoa Binh,Vietnam
1994,Sabigawa,Japan
1995,Giroux Tailings Impoundment,United States
1995,Huites,Mexico
1995,Three Mile Reservoir Dam,United States
1995,Huckleberry Creek Dam,United States
1995,Lindy Claiborne Boggs Lock and Dam,United States
1995,Yuracmayo,Peru
1995,Lagunillas,Peru
1995,Isamu Ikeda,Brazil
1995,Nuestra Senora del Agavanzal,Spain
1995,Bellus,Spain
1995,Rambla de Algeciras,Spain
1995,Guadalcacin 2,Spain
1995,Hrusov,Slovakia
1995,Mihailesti,Romania
1995,Kirklareli,Turkey
1995,Sultankoy,Turkey
1995,Kuzgun,Turkey
1995,Baroon,Iran
1995,Alwero,Ethiopia
1995,Xincun,China
1995,Manwan,China
1995,Dongjin,China
1995,Dongfeng,China
1995,Shuikou,China
1995,Shuidong,China
1995,Wananxi,China
1995,Daguanba,China
1995,Guanyinge,China
1995,Nanjiang,China
1995,Kurashiki,Japan
1995,Kejonuma,Japan
1995,Kasumigaura-Kaihatsu,Japan
1995,Thac Mo,Vietnam
1996,Dike 9,Canada
1996,Horton Creek Reservoir Dam,United States
1996,Macagua 2,Venezuela
1996,Derivacao Rio Jordao,Brazil
1996,Ruecas,Spain
1996,Sierra Brava,Spain
1996,Giribaile,Spain
1996,Al Wahda,Morocco
1996,Bilancino,Italy
1996,Disueri,Italy
1996,Dzieckowice,Poland
1996,Avrig,Romania
1996,Izbiceni,Romania
1996,Thissavros,Greece
1996,Gonen,Turkey
1996,Tahtali,Turkey
1996,Cat,Turkey
1996,Shahid Rajai,Iran
1996,Yamzho Yumco,China
1996,Shimantan,China
1996,Baozhusi,China
1996,Tianhekou,China
1996,Wuqiangxi,China
1996,Shanzi,China
1996,Nagaike,Japan
1996,Nagura,Japan
1996,Shirogane,Japan
1996,Sibinacocha,Peru
1997,Los Vaqueros,United States
1997,Cortez Pipeline Tailings Dam,United States
1997,RMG West Tailings Dam,United States
1997,Lake Las Vegas,United States
1997,Lake Auman Dam,United States
1997,Corumba I,Brazil
1997,Torre de Abraham,Spain
1997,Vadomojon,Spain
1997,Storglomvatn,Norway
1997,Urar,Norway
1997,Nielisz,Poland
1997,Slezska Harta,Czech Republic
1997,Czorsztyn-Niedzica,Poland
1997,Platanovryssi,Greece
1997,Kirazdere,Turkey
1997,Bayramic,Turkey
1997,Katse,Lesotho
1997,Ozluce,Turkey
1997,Kralkizi,Turkey
1997,Dicle,Turkey
1997,Catalan,Turkey
1997,Kayacik,Turkey
1997,Kadra,India
1997,Kalangguer,China
1997,Daxia,China
1997,Lijiaxia,China
1997,Yudong,China
1997,Kintat,Myanmar (Burma)
1997,Taohe,China
1997,Fucao,China
1998,Gibraltar,Canada
1998,Trask River Dam,United States
1998,Penn Forest,United States
1998,Taguaza,Venezuela
1998,Serra da Mesa,Brazil
1998,Miranda,Brazil
1998,Igarapava,Brazil
1998,Francisco Abellan,Spain
1998,Zilina,Slovakia
1998,Armagan,Turkey
1998,Evinos,Greece
1998,Qedusizi,South Africa
1998,Kurtun,Turkey
1998,Camligoze,Turkey
1998,Yenice,Turkey
1998,Nandoni,South Africa
1998,Taolinkou,China
1998,Qingshan,China
1998,Daduan,China
1998,Gaoyan,China
1998,Xiaoshan,China
1998,Chuzenji,Japan
1998,,Japan
1998,Teesta,Bangladesh
1999,Dike 7-EA,Canada
1999,Tres Irmaos,Brazil
1999,Porto Primavera,Brazil
1999,Rosana,Brazil
1999,Canoas 2,Brazil
1999,Canoas 1,Brazil
1999,Salto Caxias,Brazil
1999,El Portillo,Spain
1999,Asfalou,Morocco
1999,Garafiri,Guinea
1999,Bleikvass Dam,Norway
1999,Le Mas Chaban,France
1999,Rialb,Spain
1999,Cantoniera,Italy
1999,Batman,Turkey
1999,Karkamis,Turkey
1999,Maroon,Iran
1999,Kodasalli,India
1999,Chaishitan,China
1999,Qiezishan Reservoir,China
1999,Pasak Chonlasit,Thailand
1999,Wanjiazhai,China
1999,Gudongkou,China
1999,Feilaixia,China
1999,Houayho,Laos
1999,Bili-Bili,Indonesia
1999,Kitasato,Japan
1999,Okumiomote,Japan
2000,Dike 11-A,Canada
2000,Diamond Valley Lake,United States
2000,Urra 1,Colombia
2000,Pichi Picun Leufu,Argentina
2000,Sabugal,Portugal
2000,Florlivatn Dam,Norway
2000,Mopipi,Botswana
2000,Birecik,Turkey
2000,Paris,South Africa
2000,Thein Dam,India
2000,Almatti,India
2000,Gongboxia,China
2000,Daqiao,China
2000,Ertan,China
2000,Nam Leuk,Laos
2000,Fenhe 2,China
2000,Tianshengqiao 1,China
2000,Song Hinh 1,Vietnam
2000,Kayaze,Japan
2000,Saluli,India
2000,Brezina,Algeria
2000,Yenikend,Azerbaijan
2000,Ita,Brazil
2000,Ziga,Burkina Faso
2000,Bhama Asakhed,India
2000,Gerusoppa,India
2000,Gunjwani,India
2000,Hetwane,India
2000,Niradevghar,India
2000,Temghar,India
2000,Boryeong,South Korea
2000,Dayuandu,China
2000,Dongwuyuan,China
2000,Phra Prong,Thailand
2000,Gaobazhou,China
2000,Hei Quan,China
2000,Lingjintan,China
2000,Manla,China
2000,Tangpuxi,China
2001,Dike 11-C,Canada
2001,Porce 2,Colombia
2001,Dona Francisca,Brazil
2001,Maguga,Swaziland
2001,Karkheh,Iran
2001,Masjed Solayman,Iran
2001,Nina,China
2001,Thaphanseik,Myanmar (Burma)
2001,Mianhuatan,China
2001,Yali,Vietnam
2001,Ham Thuan 1,Vietnam
2001,Da Mi 1,Vietnam
2001,Baishi,China
2001,Urakami,Japan
2001,Okukubi,Japan
2001,Sannokai,Japan
2001,Misogawa,Japan
2001,Miyagase,Japan
2001,Sayamaike,Japan
2001,Zit El Emba,Algeria
2001,Denis-Perron,Canada
2001,Wonorejo,Indonesia
2001,Baixi,China
2001,Gangkouwan,China
2001,Dchar El Oued,Morocco
2001,Biri Stage 1,Zimbabwe
2001,Mangtangxi,China
2001,Shanxi,China
2001,Wuluwati,China
2001,Qinshan,China
2002,Dike 8,Canada
2002,Cana Brava,Brazil
2002,Funil,Brazil
2002,Machadinho,Brazil
2002,Alqueva,Portugal
2002,Mohale,Lesotho
2002,Injaka,South Africa
2002,Xiaolangdi,China
2002,Jinpen,China
2002,Yamaguchi,Japan
2002,Tokuyama,Japan
2002,Luis Eduardo Magalhaes,Brazil
2002,Santa Clara,Brazil
2002,Itomamo,Canada
2002,Miel I,Colombia
2002,Moncion,Dominican Republic
2002,Batutegi,Indonesia
2002,Changma,China
2002,Dachaoshan,China
2002,Recai Kutan Boztepe,Turkey
2002,Ayun Ha,Vietnam
2002,Yanwang Bizi,China
2003,Caruachi,Venezuela
2003,Potrerillos,Argentina
2003,Queimado,Brazil
2003,Quebra Queixo,Brazil
2003,Itapebi,Brazil
2003,Itoiz Dam,Spain
2003,Rules,Spain
2003,Kozjak,Macedonia
2003,Bennithora,India
2003,Alaingni,Myanmar (Burma)
2003,Three Gorges Dam,China
2003,Aimores,Brazil
2003,Sault-aux-Cochons,Canada
2003,Kosar,Iran
2003,Imnam,North Korea
2003,Andevalo,Spain
2003,Kigi,Turkey
2003,Yinzidu,China
2003,Shimen,China
2004,Wiory,Poland
2004,Capanda,Angola
2004,Karoon 3,Iran
2004,Nanshahe,China
2004,Hanayama,Japan
2004,Oued Mellouk,Algeria
2004,Taksebt,Algeria
2004,Tilesdit,Algeria
2004,Ralco,Chile
2004,Amistad Cubano-Bulgaria,Cuba
2004,Gilgel Gibe I,Ethiopia
2004,Ay-Doghmush,Iran
2004,Shahrchay,Iran
2004,Nam Mang 3,Laos
2004,Beris,Malaysia
2004,Rompepicos en Corral des Palmas,Mexico
2004,Khun Dan Prakan Chon,Thailand
2004,Doosti,Iran
2004,Moulay Abdellah,Morocco
2004,Ea Soup Thuong,Vietnam
2004,Hongjiang,China
2004,Jiankou,China
2004,Panshitou,China
2004,Wanmipo,China
2004,Linhekou,China
2004,Yunlong,China
2004,Shiziguan,China
2004,Shuangling,China
2005,Yacambu,Venezuela
2005,Manso,Brazil
2005,Paraitinga,Brazil
2005,Biritiba,Brazil
2005,Jundiai,Brazil
2005,Mirroros Lado de Fora,Brazil
2005,Chapeu d'Uvas,Brazil
2005,Hoengsong,South Korea
2005,Naganuma,Japan
2005,Swinna Poreba,Poland
2005,Beni Haroun,Algeria
2005,Paradise,Australia
2005,Irape,Brazil
2005,Itajai Norte,Brazil
2005,Monjolinho,Brazil
2005,Ombreiras,Brazil
2005,Ponte de Pedra,Brazil
2005,Santa Clara,Brazil
2005,Eastmain-1,Canada
2005,Toulnustouc,Canada
2005,Indirasagar,India
2005,Peace,South Korea
2005,Surikamigawa,Japan
2005,Fenshui Jiang,China
2005,Honghua,China
2005,Bahcelik,Turkey
2005,Palandoken,Turkey
2005,Lower Paunglaung,Myanmar
2005,Sidi Said,Morocco
2005,Hongjiadu,China
2005,Letan,China
2005,Nalan,China
2005,Pingban,China
2005,Siping,China
2005,Qiapuqihai,China
2006,Sardar Sarovar,India
2006,Tehri,India
2006,Bansagar Dam,India
2006,Baiyun,China
2006,Makio,Japan
2006,Chalillo,Belize
2006,Barra Grande,Brazil
2006,Amador Aguiar I & II,Brazil
2006,Corumba IV,Brazil
2006,Peixe Angical,Brazil
2006,Karahnjukar,Iceland
2006,Jegin,Iran
2006,Sabalan,Iran
2006,Sahand,Iran
2006,Talaqan,Iran
2006,El Cajon,Mexico
2006,Yongdam,South Korea
2006,Baise,China
2006,Pedrogao,Portugal
2006,Dongba,China
2006,Dongping,China
2006,Eping,China
2006,Dort Eylul,Turkey
2006,Jilintai I,China
2006,Plei Krong,Vietnam
2006,Baisha,China
2006,Nierji,China
2006,Qiaoqi,China
2006,Sanbanxi,China
2006,Suofengying,China
2006,Tengzigou,China
2006,Zipingpu,China
2006,Yele,China
2006,Yayangshan,China
2006,Xihe,China
2006,Shuanggou,China
2006,Yutang,China
2006,Xixiayuan,China
2007,Khuga,India
2007,Campos Novos,Brazil
2007,Qorlortorsuaq,Denmark
2007,Molla Sadra,Iran
2007,Rais Ali Dilavari,Iran
2007,Omkareshwar,India
2007,Sina Kolegaon,India
2007,Jangheung,South Korea
2007,Hwanggang,North Korea
2007,Bailianya,China
2007,Dahuashui,China
2007,Dalong,China
2007,Arenoso,Spain
2007,Los Melonares,Spain
2007,Montoro III,Spain
2007,Mirani,Pakistan
2007,Guangzhao,China
2007,Borcka,Turkey
2007,Buon Tua Srah,Vietnam
2007,Jiemian,China
2007,Jupudu,China
2007,Liao Fang,China
2007,Longma,China
2007,Ridges Basin,United States
2007,Pengshui,China
2007,Tongwan,China
2007,Wawushan,China
2007,Zhouba,China
2007,Zhikong,China
2007,Zaoshi,China
2007,Yunpeng,China
2007,Shiti,China
2008,Peribonka,Canada
2008,Stolsvatn,Norway
2008,Nagara,Japan
2008,Murayamashimo,Japan
2008,Yazici,Turkey
2008,Laniel,Canada
2008,Convento Viejo 2nd Stage,Chile
2008,La Brena II,Spain
2008,Cinarcik,Turkey
2008,Torul,Turkey
2008,Topcam,Turkey
2008,Mhlatuzane,Swaziland
2008,A Vuong,Vietnam
2008,Bac Ha,Vietnam
2008,Binh Dien,Vietnam
2008,Dakrinh,Vietnam
2008,Dinh Binh,Vietnam
2008,Hongkou,China
2008,Huanghuazhai,China
2008,Jiudianxia,China
2008,Quang Tri,Vietnam
2008,Se San IV,Vietnam
2008,Tuyen Quang,Vietnam
2008,Maliba,China
2008,Nansha,China
2008,Sinanjiang,China
2008,Tankeng,China
2008,Wudu,China
2008,Zhangfeng,China
2008,Youchou,China
2008,Yaoshui,China
2009,Yasugawa,Japan
2009,Boussiaba,Algeria
2009,Koudiat Acerdoune,Algeria
2009,Caracoles,Argentina
2009,Khoda Afarin,Azerbaijan
2009,Corumba III,Brazil
2009,Salman-e Farsi,Iran
2009,Sibooyeh,Iran
2009,Tangab,Iran
2009,Baglihar,India
2009,Picachos,Mexico
2009,Bashan,China
2009,Chahanwusu,China
2009,Changzhou,China
2009,Odelouca,Portugal
2009,Bureya,Russia
2009,Bayash,Saudi Arabia
2009,Hali,Saudi Arabia
2009,Rabigh,Saudi Arabia
2009,Gelantan,China
2009,Gezhen,China
2009,Goupitan,China
2009,Alpaslan I,Turkey
2009,Beydag,Turkey
2009,Dim,Turkey
2009,Obruk,Turkey
2009,Uzuncayir,Turkey
2009,Merowe,Sudan
2009,Sangtuda I,Tajikistan
2009,Wadi Dayqah,Oman
2009,Buon Kuop,Vietnam
2009,Dong Nai III,Vietnam
2009,Jinghong,China
2009,Laodukou,China
2009,Longtan,China
2009,Ba Ha,Vietnam
2009,Malutang,China
2009,Muceng,China
2009,Nongling,China
2009,Pubugou,China
2009,Qiaogong,China
2009,Shuibuya,China
2009,Silin,China
2009,Liyutang,China
2009,Qingshanzhui,China
2010,Laxiwa,China
2010,Rupert,Canada
2010,Cacu,Brazil
2010,Foz do Chapeco,Brazil
2010,Retiro Baixo,Brazil
2010,Sao Salvador,Brazil
2010,Serra do Facao,Brazil
2010,Soum,Burkina Faso
2010,Tekeze,Ethiopia
2010,Alborz,Iran
2010,Mamlou,Iran
2010,Narmashir,Iran
2010,Nam Theun 2,Laos
2010,Taishir,Mongolia
2010,Cine,Turkey
2010,Gordes,Turkey
2010,Bumbuna,Sierra Leone
2010,Yeywa,Myanmar
2010,Ban Ve,Vietnam
2010,Cua Dat,Vietnam
2010,Dong Nai IV,Vietnam
2010,Longjiang,China
2010,Longkou,China
2010,Krong H'nang,Vietnam
2010,Honghuaerji,China
2010,Shimenkan,China
2010,Shiyazi,China
2010,Lechangxia,China
2010,Sujiahekou,China
2011,Wyaralong,Australia
2011,Dikgatlhong,Botswana
2011,Estreito,Brazil
2011,Simplicio,Brazil
2011,Porce III,Colombia
2011,Imboulou,Congo
2011,Melones,Cuba
2011,Mazar,Ecuador
2011,Galabar,Iran
2011,Kamal Saleh,Iran
2011,Karun-4,Iran
2011,Zirdan,Iran
2011,Al Wedha,Jordan
2011,Nam Ngum 2,Laos
2011,Bakun,Malaysia
2011,Francisco J. Mugica,Mexico
2011,Buxi,China
2011,Villalba de los Barros,Spain
2011,Dongjing,China
2011,Satpara,Pakistan
2011,Akkopru,Turkey
2011,Changuinola,Panama
2011,Alkmuru,Turkey
2011,Bayramhacili,Turkey
2011,Hamzadere,Turkey
2011,Koprubası,Turkey
2011,Kochisar,Turkey
2011,Sureyyabey,Turkey
2011,Shwegyin,Myanmar
2011,Dak R'Tih,Vietnam
2011,Jishixia,China
2011,Baishahe,China
2011,Jinjiaba,China
2011,Miaojiaba,China
2011,Pankou,China
2011,Wanjiakouzi,China
2011,Madushan,China
2011,Yutan,China
2011,Yinpan,China
2011,El Cercado,Colombia
2011,Sanliping,China
2012,Kamchay,Cambodia
2012,Ilarion,Greece
2012,Ramhormoz,Iran
2012,Shamil and Nian,Iran
2012,Talvar,Iran
2012,Mahi,India
2012,Nam Ngum 5,Laos
2012,Bengoh,Malaysia
2012,La Yesca,Mexico
2012,Ahai,China
2012,Baishi,China
2012,Guandi,China
2012,Ust-Srerdnekanskaya,Russia
2012,Duonuo,China
2012,Cokal,Turkey
2012,Gaixiaba,China
2012,Gongguoqiao,China
2012,Boyabat,Turkey
2012,Ermenek,Turkey
2012,Garzan,Turkey
2012,Yedigoze,Turkey
2012,Jiangpinghe,China
2012,Jinanqiao,China
2012,Son La,Vietnam
2012,Gokcebel,Turkey
2012,Maoergai,China
2012,Xiaowan,China
2012,Qincun,China
2012,Shankouyan,China
2013,Bui,Ghana
2013,Gotvand,Iran
2013,Marvak,Iran
2013,Seimare,Iran
2013,Shahid Madani,Iran
2013,Shahriyar,Iran
2013,Xe Kaman 3,Laos
2013,Isawa,Japan
2013,Anjiang,China
2013,Baixo Sabor,Portugal
2013,Boguchany,Russia
2013,San Salvador,Spain
2013,Allai Kkwar,Pakistan
2013,Darawat,Pakistan
2013,Gomal Zam,Pakistan
2013,Adatepe,Turkey
2013,Bagbasi,Turkey
2013,Deriner,Turkey
2013,Kandil,Turkey
2013,Manyas,Turkey
2013,Tatar,Turkey
2013,Ban Chat,Vietnam
2013,Jilebulake,China
2013,Jinping I,China
2013,Longkaikou,China
2013,Nam Chien,Vietnam
2013,Nuoc Trong,Vietnam
2013,Song Tranh II,Vietnam
2013,Dezhe,China
2013,Mamaya 1,China
2013,Nazixia,China
2013,Shatuo,China
2013,Luding,China
2013,Puxiqiao,China
2014,Tendaho,Ethiopia
2014,Namrood,Iran
2014,Oshnaviyeh,Iran
2014,Shahr-e-Bijar,Iran
2014,Siyazakh,Iran
2014,Fuzikou,China
2014,Koyunbaba,Turkey
2014,Wadi Martil,Morocco
2014,Kalashuke,China
2014,Lizhou,China
2014,Krong Buk Ha,Vietnam
2014,Ta Trach,Vietnam
2014,Nuozhadu,China
2014,Tingzikou,China
2014,Luntan,China
2014,Xiangjiaba,China
2014,Xilodu,China
2014,Shankou,China
2014,Shitouxia,China
2015,Mahouane,Algeria
2015,Tabellout,Algeria
2015,Punta Negra,Argentina
2015,Jirau,Brazil
2015,El Quimbo,Colombia
2015,Sogamoso,Colombia
2015,Kessem,Ethiopia
2015,Jatigede,Indonesia
2015,Rudbar Lorestan,Iran
2015,Xe Kaman 1,Laos
2015,Murum,Malaysia
2015,Cetintepe,Turkey
2015,Gumusoren,Turkey
2015,Pamukluk,Turkey
2015,Pembelik,Turkey
2015,Upper Paunglaung,Myanmar
2015,Ouljet Es Soltane,Morocco
2015,Tiouine,Morocco
2015,Dong Nai II,Vietnam
2015,Song Bung IV,Vietnam
2015,Tokwe Mukorsi,Zimbabwe
2015,Ludila,China
2016,Afghan-India Friendship,Afghanistan
